GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
FBgn0024288	58.8431949734756	-4.59218641560806	0.472384005797942	-9.72129953437146	2.44639078720753e-22	4.80993788639372e-20	chr3R	31065252	31083407	+	protein_coding	Sox100B
FBgn0037290	69.6307607595817	3.07890588329557	0.320888781024214	9.59493153194173	8.39728354119744e-22	1.61433110921998e-19	chr3R	4965444	4968485	+	protein_coding	CG1124
FBgn0050147	970.712398694494	-0.984967320710608	0.103099893990228	-9.55352408804576	1.25357914206968e-21	2.35754633870538e-19	chr2R	20606880	20618217	-	protein_coding	Hil
FBgn0063649	584.060230873279	-1.23006118968069	0.128864712637391	-9.54536866226461	1.35624359633437e-21	2.49635390465716e-19	chr3R	16154981	16171766	+	protein_coding	CG6006
FBgn0038149	1018.14231283321	1.06073565133088	0.111431030400726	9.51921244483059	1.74496434583041e-21	3.1449346991206e-19	chr3R	13398525	13401862	-	protein_coding	GILT1
FBgn0259715	786.375853648377	-1.84110990963353	0.196666311076177	-9.36159273827225	7.8543616093867e-21	1.38669555679193e-18	chr2L	6395852	6397249	-	protein_coding	CG42369
FBgn0053307	1010.98028776145	-1.41985257078545	0.152767389799511	-9.29421241436954	1.48300038225008e-20	2.56588726136909e-18	chr2L	13839261	13841520	-	protein_coding	CG33307
FBgn0001137	453.066330601041	-1.37609758347823	0.148117153272004	-9.29060242571059	1.53417499948689e-20	2.60238194520805e-18	chr2L	8431085	8433598	-	protein_coding	grk
FBgn0003137	4514.48884653499	0.901340953572384	0.0976158724373435	9.23354912543476	2.61809976980026e-20	4.3556117516427e-18	chr3R	28520664	28540324	-	protein_coding	Ppn
FBgn0031322	393.266829304385	-1.4740817976052	0.160222124518168	-9.20023874379507	3.57155337568392e-20	5.82971853830974e-18	chr2L	1185756	1196807	+	protein_coding	CG5001
FBgn0001225	408.564940985345	1.31833274448557	0.145178311376603	9.08078301769	1.07796528240614e-19	1.72694030705472e-17	chr3L	9376417	9377427	-	protein_coding	Hsp26
FBgn0040271	1095.87445796674	0.955283032678661	0.10549706087144	9.05506774110782	1.36483044748698e-19	2.14675421840179e-17	chr3R	16310541	16339575	-	protein_coding	Sulf1
FBgn0032405	78.4903385256246	2.46585086018178	0.272575682932866	9.04648145296623	1.47649285376695e-19	2.28091779963176e-17	chr2L	12063456	12066775	-	protein_coding	firl
FBgn0261584	177.84495299026	-2.12142291237734	0.234603856181603	-9.04257477649973	1.53024154906753e-19	2.32247712999705e-17	chr2R	22941876	22945147	+	protein_coding	CG42694
FBgn0039464	829.742718107917	1.0470270981509	0.115856138039512	9.03730364112275	1.60583836720108e-19	2.39519098528561e-17	chr3R	26949691	26958491	-	protein_coding	CG6330
FBgn0260011	88.6331651653228	2.31368418708381	0.257377588297166	8.98945476329684	2.4845993171544e-19	3.64309638859367e-17	chr2L	14047581	14048863	+	protein_coding	NimC4
FBgn0024315	91.0209207850807	-2.33652373495643	0.260719591597654	-8.96182646128945	3.19344156563868e-19	4.60441049739003e-17	chr2R	16655322	16667675	-	protein_coding	Picot
FBgn0051523	4689.99565752754	-0.778210779887786	0.0879477436897285	-8.84855878319336	8.8656732212176e-19	1.25732686945497e-16	chr3R	4465420	4479207	-	protein_coding	CG31523
FBgn0033367	15104.0088463228	1.38173937766909	0.157680685055376	8.76289557712054	1.90297924699148e-18	2.65526991382633e-16	chr2R	9042260	9044709	-	protein_coding	PPO2
FBgn0000406	263.086148623517	-2.08781044575458	0.239143707822737	-8.73035909981854	2.53865287714456e-18	3.48601365717105e-16	chr2L	16788773	16790721	-	protein_coding	Cyt-b5-r
FBgn0039257	568.174632091314	-1.09000017813242	0.126193856482364	-8.63750588591256	5.74534990764648e-18	7.76609719547652e-16	chr3R	24984383	25022867	+	protein_coding	tnc
FBgn0261800	37071.3338157107	-0.752588756205554	0.0871836246663554	-8.6322260526062	6.01693218357062e-18	8.00807389539529e-16	chr2L	7811437	7820771	+	protein_coding	LanB1
FBgn0036985	1903.93933139776	-1.33491142481679	0.154902720301455	-8.61774036129851	6.82883089238107e-18	8.95094182575585e-16	chr3L	20413603	20424309	+	protein_coding	zye
FBgn0002868	111.797258434109	-2.0837123366913	0.242654934690087	-8.58714181664001	8.91595541631389e-18	1.15122284039599e-15	chr3R	9783406	9784370	-	protein_coding	MtnA
FBgn0030237	1966.72530106885	-0.947274243471054	0.110474583980458	-8.57458982274711	9.94405518727268e-18	1.26508855036906e-15	chrX	10842204	10842995	+	protein_coding	CG15209
FBgn0001258	1507.25670392075	0.89697951879631	0.104980260121051	8.54426839638253	1.29353098503145e-17	1.62178790601552e-15	chr3L	6259104	6262694	-	protein_coding	Ldh
FBgn0265276	151.2594530435	1.8717830682193	0.219798923822761	8.51588822941027	1.65318224413171e-17	2.04309708485478e-15	chr3R	11765037	11779128	-	protein_coding	l(3)neo38
FBgn0262057	726.434535497277	-0.991019134075825	0.116679319832865	-8.49352854897845	2.00456202079822e-17	2.44246000590499e-15	chr3L	20317189	20320116	+	protein_coding	Spn77Ba
FBgn0031449	951.991001671026	-0.885340900551298	0.105124595179819	-8.42182458859314	3.70665750831712e-17	4.45365195895158e-15	chr2L	2725673	2739830	+	protein_coding	CG31689
FBgn0063498	325.89377303059	-1.3633613906727	0.163380580328763	-8.34469670709496	7.13968757751866e-17	8.4610187990567e-15	chr2R	18399485	18400375	+	protein_coding	GstE2
FBgn0032004	957.687599856007	-1.17420913326457	0.141185191882329	-8.31680091665147	9.03693599891876e-17	1.0564666665763e-14	chr2L	8216850	8218017	-	protein_coding	CG8292
FBgn0033635	2555.50758920745	1.16869656521049	0.141189964909687	8.27747613619741	1.25813336277182e-16	1.45121489617854e-14	chr2R	11436242	11442216	+	protein_coding	Prip
FBgn0267992	391.831546479157	-1.85717117036253	0.224521997264655	-8.27166688782564	1.32098954809803e-16	1.50366849744685e-14	chr2L	500872	502236	-	ncRNA	lncRNA:CR46259
FBgn0031327	754.77772544817	1.2062004400816	0.146215232277471	8.24948551046038	1.59077894107077e-16	1.78725047002639e-14	chr2L	1240035	1243018	+	protein_coding	CG5397
FBgn0037239	762.656540125849	-0.912112514478286	0.111051619632712	-8.21341028158772	2.14993378880889e-16	2.38449707781869e-14	chr3R	4378599	4381210	+	protein_coding	Sfxn1-3
FBgn0051038	694.926931057245	-0.979366255925435	0.119897031534285	-8.16839452480841	3.12520457947122e-16	3.42229681227918e-14	chr3R	29877058	29903231	+	protein_coding	CG31038
FBgn0263232	301.536196788606	1.30809870344457	0.161263417232898	8.11156507712722	4.99718852833595e-16	5.40383474482929e-14	chr3L	13965202	13973067	+	protein_coding	Nxf3
FBgn0031805	3023.09177383706	-0.925875714944237	0.11423290154811	-8.10515799210703	5.26770200025936e-16	5.62603580299305e-14	chr2L	6367881	6370190	+	protein_coding	Nepl4
FBgn0030041	83.4773128346127	-2.77231912019414	0.344252690820464	-8.05315163575576	8.06888343866744e-16	8.51267202779415e-14	chrX	8467442	8469012	-	protein_coding	CG12116
FBgn0051642	105.814150926438	1.94429739822329	0.241781699435502	8.04154078974018	8.87158050029237e-16	9.24675215759389e-14	chr2L	6118511	6120522	+	protein_coding	CG31642
FBgn0039479	172.821357539012	1.47842954914187	0.184051783540316	8.03268254565991	9.53641931796565e-16	9.82137660949058e-14	chr3R	27075869	27082818	+	protein_coding	CG14257
FBgn0024491	870.622745651466	1.05084866084701	0.131369448947037	7.99918603046488	1.25244374056503e-15	1.27469303525036e-13	chr3R	16186155	16189564	-	protein_coding	Bin1
FBgn0037153	131.082272175729	1.74423534186675	0.219027684315184	7.96353825006324	1.671882986488e-15	1.68179764140787e-13	chr3L	22136089	22247702	+	protein_coding	olf413
FBgn0052521	2940.91502601438	-0.853869046289183	0.108288454128083	-7.88513469108379	3.14196435197988e-15	3.12426823091701e-13	chrX	21205309	21281171	-	protein_coding	CG32521
FBgn0034885	161.413779412121	1.57002493156137	0.202752248584863	7.74356359803443	9.66684002030528e-15	9.50316284268875e-13	chr2R	23607591	23614710	-	protein_coding	Eglp4
FBgn0034389	114.90357820749	-2.00441256219069	0.260182760380371	-7.7038638503964	1.32012500015571e-14	1.28319116588169e-12	chr2R	18761757	18774824	+	protein_coding	Mctp
FBgn0027580	1308.41741012392	-0.938272639607054	0.122465610479048	-7.66151931090549	1.83746242569024e-14	1.76620971607181e-12	chr2R	9850702	9861543	-	protein_coding	PCB
FBgn0000116	643.215027620601	1.17099302712393	0.153519408199596	7.62765464547311	2.3906295132408e-14	2.27267427681826e-12	chr3L	9048780	9066027	-	protein_coding	Argk
FBgn0051195	919.475457472842	0.806969390392464	0.106602171380754	7.56991513343745	3.73468131020357e-14	3.51181826245338e-12	chr3R	20757268	20762369	-	protein_coding	CG31195
FBgn0051337	946.506556433139	-1.01893142150047	0.135416172361992	-7.52444411718183	5.29450918182359e-14	4.92503214322106e-12	chr3R	13543965	13545400	-	protein_coding	CG31337
FBgn0032598	320.345350065653	1.08918766109509	0.145201114723859	7.50123484359253	6.32194079725631e-14	5.81820317415578e-12	chr2L	16738849	16742610	+	protein_coding	ChLD3
FBgn0013763	28071.918814862	-0.69508185462701	0.0940582766028866	-7.38990634031751	1.46932274661547e-13	1.33801169273373e-11	chr2R	16691021	16693751	+	protein_coding	Idgf6
FBgn0034638	1759.16815971935	-0.926531075575526	0.125899019830196	-7.35931921332802	1.84850515685242e-13	1.66577271999274e-11	chr2R	21605675	21608125	-	protein_coding	CG10433
FBgn0050069	1308.74586897614	-0.886187938562986	0.121157487383006	-7.31434728224059	2.58635462617488e-13	2.30665503825143e-11	chr2R	14185203	14198368	+	protein_coding	CG30069
FBgn0023549	188.177773216398	-1.54748021806382	0.212296362380192	-7.28924509451797	3.11696564698523e-13	2.75151732776217e-11	chrX	2189187	2205373	+	protein_coding	Mct1
FBgn0036373	3781.40411583282	-1.06208419085813	0.145866932786085	-7.28118546521905	3.30899390154834e-13	2.86261062422947e-11	chr3L	13486796	13502492	+	protein_coding	Tgi
FBgn0261560	1799.02232933725	-0.902316048484276	0.123903832220048	-7.2823901595053	3.27956942215062e-13	2.86261062422947e-11	chr2L	3478433	3479612	+	protein_coding	Thor
FBgn0040398	4097.27860492211	-0.837252332951952	0.115352099989217	-7.25823225611166	3.92181745322993e-13	3.35917255325665e-11	chrX	1051524	1052631	+	protein_coding	CG14629
FBgn0022160	1304.2754155394	-0.957592045023966	0.13291557508956	-7.20451342424489	5.82514840230596e-13	4.94052537532832e-11	chr2R	15857751	15862755	-	protein_coding	Gpo1
FBgn0004369	784.03180300416	-0.854121282344936	0.11869856846681	-7.19571679235343	6.21334771336546e-13	5.21860884158491e-11	chr3R	29377645	29487131	+	protein_coding	Ptp99A
FBgn0036684	975.889794975767	-0.848534397531196	0.118347031612041	-7.16988323216093	7.50617613696106e-13	6.24383940008174e-11	chr3L	16994716	17012565	-	protein_coding	CG3764
FBgn0036299	643.197204702289	0.875966937534343	0.122432013935091	7.15472129698647	8.38430885989428e-13	6.90787199494719e-11	chr3L	12530435	12533724	-	protein_coding	Tsf2
FBgn0051431	2335.62727795675	-0.729713793036205	0.102322199914648	-7.13152955707459	9.92596324787895e-13	8.10089698654725e-11	chr3R	21870680	21873640	+	protein_coding	CG31431
FBgn0040388	1476.68610889789	-1.01219913479443	0.142234820368904	-7.11639479115707	1.10786670398907e-12	8.95715407122379e-11	chrX	2444166	2470043	-	protein_coding	boi
FBgn0037683	1454.77595585556	-0.878357052193325	0.123892073679094	-7.08969529776739	1.34407601182713e-12	1.07662977577005e-10	chr3R	9363304	9364838	+	protein_coding	CG18473
FBgn0035968	288.554844580581	1.09350765849906	0.155132057565125	7.04888258211878	1.80360260575486e-12	1.43146478370507e-10	chr3L	9203064	9208853	-	protein_coding	Slc45-1
FBgn0031359	657.531575565407	-0.867741668112513	0.12332560078899	-7.03618439773278	1.97575434331731e-12	1.55384098400346e-10	chr2L	1716243	1724388	-	protein_coding	Rim2
FBgn0004396	2390.58517297746	1.11710576739276	0.158901293813853	7.03018673152784	2.06257314770011e-12	1.60750633340123e-10	chr3L	15535394	15553214	+	protein_coding	CrebA
FBgn0053516	706.839090739559	-0.858769155688919	0.122626907265933	-7.00310539371726	2.50350355968213e-12	1.9337329727509e-10	chr2L	2058789	2109878	-	protein_coding	dpr3
FBgn0038528	155.784873264201	1.41797656137286	0.202605398694017	6.99871064894152	2.58328742516897e-12	1.9777008420475e-10	chr3R	17619099	17619688	+	protein_coding	CG14326
FBgn0052625	150.210306514425	1.58128080737672	0.226181176046676	6.99121312840994	2.72519393779673e-12	2.06803971542803e-10	chrX	13756163	13756826	-	protein_coding	CG32625
FBgn0005593	33109.9137230787	-0.686232360534507	0.0983121016304108	-6.98014129648344	2.94883336571106e-12	2.21829195189273e-10	chr2L	10201003	10202321	+	protein_coding	RpL7
FBgn0030805	335.781015861799	0.973491015469597	0.13979231013228	6.96383810059668	3.31125125335382e-12	2.46945125799688e-10	chrX	16938243	16940873	-	protein_coding	wus
FBgn0032956	2852.49745246596	0.636720705419949	0.0914640242197044	6.96143331601605	3.36827988939177e-12	2.49051190795967e-10	chr2L	21658734	21663698	+	protein_coding	Cul2
FBgn0000567	253.932072621603	-1.2408903328531	0.178380729337892	-6.95641472853599	3.49041358070443e-12	2.55894643107407e-10	chr3L	17558671	17619325	-	protein_coding	Eip74EF
FBgn0028514	567.337262289506	-0.992695473492894	0.142967978783327	-6.94348120425876	3.82553529031083e-12	2.78106771398983e-10	chr2L	15923394	15926287	+	protein_coding	CG4793
FBgn0003502	1187.71003997491	0.715251211200692	0.103890907041946	6.88463727544421	5.79349629402706e-12	4.17662803663568e-10	chr2L	8258372	8301079	-	protein_coding	Btk29A
FBgn0039714	2283.44380986059	-0.673430551781207	0.0979445052937697	-6.87563380672917	6.17148474690528e-12	4.41235657400641e-10	chr3R	29863700	29868895	-	protein_coding	Zip99C
FBgn0031374	2043.03737760421	-0.806642033009135	0.117402009848064	-6.87076851625498	6.38569428534096e-12	4.52808534938399e-10	chr2L	1884621	1944289	+	protein_coding	Wdr62
FBgn0028990	1327.84635438278	-0.765092288001616	0.11144854164874	-6.86498249939431	6.64994049676246e-12	4.67712481605627e-10	chr2L	6671064	6673347	-	protein_coding	Spn27A
FBgn0033426	365.363842027755	-1.01840412798229	0.148619680746699	-6.85241768025337	7.26121732239951e-12	5.06587024645792e-10	chr2R	9577426	9581847	+	protein_coding	CG1814
FBgn0261284	51.4229233597556	2.28314752166514	0.333764705004673	6.84059005470089	7.88676495862827e-12	5.45827229256746e-10	chrX	6986485	6987188	+	protein_coding	bou
FBgn0034438	73.6477679784184	1.86614638523566	0.273257668959845	6.82925530448657	8.53565528000673e-12	5.86047252597923e-10	chr2R	19367247	19373702	-	protein_coding	CG9416
FBgn0038198	62.108502781896	2.28372714822428	0.336155040009989	6.79367219410551	1.09314620218195e-11	7.4463053504536e-10	chr3R	14089516	14092425	+	protein_coding	Npc2b
FBgn0043364	1143.9544715076	-1.12215703791462	0.165548174768724	-6.77843195482105	1.2148716991947e-11	8.21082427322915e-10	chr2L	476445	479688	-	protein_coding	cbt
FBgn0004893	469.445955374178	-0.869974770055988	0.128620866127711	-6.76386962899293	1.34353991986026e-11	9.01004949357452e-10	chr2L	3771699	3784121	+	protein_coding	bowl
FBgn0050463	43.1612480103141	2.54857334835383	0.37724948215542	6.75567089924821	1.4217580972719e-11	9.4612533073071e-10	chr2R	16673234	16732916	-	protein_coding	Pgant9
FBgn0086365	3431.42386097618	-0.573633625969947	0.0849768998465538	-6.75046544420637	1.47371617964012e-11	9.73215165653947e-10	chr3R	24273028	24275728	+	protein_coding	Orct2
FBgn0028327	4062.11618448947	0.622104496050131	0.0922779222861428	6.74163961040496	1.56609150079944e-11	1.02638314950121e-09	chrX	9551139	9553750	-	protein_coding	l(1)G0320
FBgn0027515	443.036119142957	0.887310598266777	0.131668423276929	6.73897792791638	1.59504627410899e-11	1.03749964791856e-09	chr2L	7821150	7825350	+	protein_coding	CG7115
FBgn0086450	5554.41812549471	-0.572346431824389	0.0849800410960038	-6.73506889903474	1.63852273529609e-11	1.05782538679451e-09	chrX	9196807	9201820	-	protein_coding	su(r)
FBgn0259749	1379.07500882567	-0.70312107572835	0.104453090269236	-6.7314530754045	1.67977007952892e-11	1.07642155244479e-09	chr2L	6468537	6473904	-	protein_coding	mmy
FBgn0038476	1330.67950794971	0.684243373606	0.101948384114007	6.71166472673882	1.92416407432338e-11	1.2239664269832e-09	chr3R	17080243	17084781	+	protein_coding	kuk
FBgn0261238	905.950750098098	0.730471296192438	0.108969107774065	6.70347138848733	2.03525561009587e-11	1.28518221043353e-09	chr3R	7094595	7124185	-	protein_coding	Alh
FBgn0028542	1161.57183491519	-1.05544702112695	0.157736419286904	-6.69120692544195	2.21337419049017e-11	1.38752899434279e-09	chr2L	13968279	13969976	-	protein_coding	NimB4
FBgn0015371	368.773642351112	-1.01844947991009	0.152697639436497	-6.66971332149271	2.56303584422336e-11	1.59516712866016e-09	chr2R	15115235	15144783	+	protein_coding	chn
FBgn0003076	1514.58528761402	0.682252725564005	0.102353074410892	6.66567887179562	2.63444730951958e-11	1.62790026247528e-09	chr3L	16126017	16128531	-	protein_coding	Pgm1
FBgn0031703	88.7187395957919	-1.89997554237507	0.285377971104396	-6.65775124485704	2.78048843162286e-11	1.70595783134534e-09	chr2L	5339131	5342234	-	protein_coding	CG12512
FBgn0037646	40.5200264626335	-2.80378124738026	0.421710572620409	-6.64859130744158	2.95911389861892e-11	1.80276720682763e-09	chr3R	8980859	8982793	+	protein_coding	CAHbeta
FBgn0029801	1239.94294175484	-0.812246452796699	0.122227467171138	-6.64536762149728	3.02461197513065e-11	1.82978448929058e-09	chrX	5755573	5759751	+	protein_coding	CG15771
FBgn0034718	488.368539791061	1.33571468907891	0.201089926158165	6.64237495431929	3.08668508901886e-11	1.85436893785431e-09	chr2R	22298213	22311937	-	protein_coding	wdp
FBgn0037680	433.787671171497	0.858329608591821	0.129756222110736	6.61493988210686	3.71702771517378e-11	2.20540088892531e-09	chr3R	9335169	9337459	+	protein_coding	pasi2
FBgn0039113	470.40127509901	0.876710051994634	0.132544470027446	6.61445967389731	3.72911293259887e-11	2.20540088892531e-09	chr3R	23760736	23763263	-	protein_coding	udt
FBgn0043841	14976.7171075126	-0.684006884634481	0.103422209888639	-6.61373302089552	3.74747347904313e-11	2.20540088892531e-09	chr2L	12403269	12423439	-	protein_coding	vir-1
FBgn0040752	5094.89338433851	-0.864943239830014	0.130914173349783	-6.60694879475745	3.92321658839294e-11	2.29322612879644e-09	chr2R	14060455	14140902	-	protein_coding	Prosap
FBgn0036824	3111.34213085921	-0.639728336870562	0.0972060537283203	-6.58115736966886	4.66800178204752e-11	2.7102606319794e-09	chr3L	18893119	18898293	-	protein_coding	CG3902
FBgn0266064	3270.44102679478	0.572575520683655	0.0870689379860515	6.5761169703871	4.82892723273344e-11	2.78500329935846e-09	chr3R	15141842	15147531	-	protein_coding	GlyS
FBgn0001124	1253.86350990139	0.62725548064867	0.0954462927183937	6.57181607356228	4.97052393008032e-11	2.84768228603476e-09	chr2R	16138351	16141928	+	protein_coding	Got1
FBgn0038805	745.126082058377	0.738127788511882	0.112512383505647	6.56041375636518	5.3658681613942e-11	3.05395562264613e-09	chr3R	20575244	20577010	-	protein_coding	TFAM
FBgn0028473	22209.0339598119	-0.586384386256733	0.0896723911233761	-6.53918534914446	6.18548292969484e-11	3.49742567482288e-09	chr2R	9396264	9398734	-	protein_coding	Non1
FBgn0035150	2608.90160916783	0.562918032873012	0.0862994159637542	6.52284869586415	6.89844441646721e-11	3.87522354849726e-09	chr3L	654362	657971	+	protein_coding	Rev1
FBgn0036663	7669.7110472058	-0.70103435259197	0.107563983824356	-6.51737066318322	7.15504673684378e-11	3.99343931099584e-09	chr3L	16787572	16807731	-	protein_coding	CG9674
FBgn0259740	677.163602332149	0.82968878496729	0.128009360731856	6.48146963803109	9.08334490242594e-11	5.017796206748e-09	chr3R	10849824	10851788	+	protein_coding	CG42394
